l1,l2,linf,times,prob_org,prob_adv,success,global_index
0.0018891082145273685,5.194239565753378e-05,8.5293841038947e-06,0.022901851683855057,0.5673462152481079,0.5670846700668335,False,0
1.169240775311664e-07,4.165515932186281e-08,4.159619138022208e-08,0.022901851683855057,0.9999876022338867,0.9999876022338867,False,1
7.51291906908591e-07,4.414688348219897e-08,3.818153615497977e-08,0.022901851683855057,0.9998373985290527,0.9998373985290527,False,2
4.59343212355634e-08,4.185550395163773e-08,4.18553582903769e-08,0.022901851683855057,0.9999994039535522,0.9999994039535522,False,3
4.1887499691029006e-08,4.1870475087080194e-08,4.1870475087080194e-08,0.022901851683855057,1.0,1.0,False,4
0.00029940009699203074,7.850509973650333e-06,1.0709064781622146e-06,0.022901851683855057,0.9607630968093872,0.9607552886009216,False,5
1.3216971694873791e-07,4.1579060194862905e-08,4.1501934333609825e-08,0.022901851683855057,0.999984622001648,0.999984622001648,False,6
0.0003539247845765203,1.185731525765732e-05,1.9611395600804826e-06,0.022901851683855057,0.9303016066551208,0.9302780032157898,False,7
2.2090868867508107e-07,4.14141076987562e-08,4.108850504280781e-08,0.022901851683855057,0.9999282360076904,0.9999282360076904,False,8
1.2266918929526582e-05,3.1907748621051724e-07,2.9188704786520248e-08,0.022901851683855057,0.9976698756217957,0.9976698756217957,False,9
8.663163697519849e-08,4.1715626508675996e-08,4.169739753479007e-08,0.022901851683855057,0.9999943971633911,0.9999943971633911,False,10
8.683246477403372e-08,4.174937373591092e-08,4.1733162703394555e-08,0.022901851683855057,0.9999901056289673,0.9999901056289673,False,11
7.717291339304211e-08,4.172855483375315e-08,4.171558032339817e-08,0.022901851683855057,0.9999948740005493,0.9999948740005493,False,12
5.81219090634022e-08,4.182789936635345e-08,4.182594892654379e-08,0.022901851683855057,0.9999972581863403,0.9999972581863403,False,13
3.359200127306394e-05,9.32415616716753e-07,9.030128467202303e-08,0.022901851683855057,0.990789532661438,0.9907896518707275,False,14
2.6357436581747606e-05,6.786773383282707e-07,5.6543026261124396e-08,0.022901851683855057,0.9933415055274963,0.9933416247367859,False,15
0.0017767032841220498,4.798357986146584e-05,6.822719569754554e-06,0.022901851683855057,0.5853185653686523,0.5850850939750671,False,16
2.19027806451777e-05,5.836427590111271e-07,5.9483472369947776e-08,0.022901851683855057,0.9970486760139465,0.9970487952232361,False,17
2.797643446683651e-06,8.46577208335475e-08,3.170356777104644e-08,0.022901851683855057,0.9992824196815491,0.9992824196815491,False,18
1.7338246038889338e-07,4.1525215266347004e-08,4.135990749887242e-08,0.022901851683855057,0.9999285936355591,0.9999285936355591,False,19
2.355277274546097e-06,7.238834598410904e-08,3.244271695734824e-08,0.022901851683855057,0.9996134638786316,0.9996134638786316,False,20
4.189999103232367e-08,4.187039337466558e-08,4.187039337466558e-08,0.022901851683855057,1.0,1.0,False,21
3.3114722555183107e-06,1.0275653039570898e-07,2.4633266093587736e-08,0.022901851683855057,0.9995976090431213,0.9995976090431213,False,22
4.340566661653611e-08,4.1866062616691124e-08,4.186604485312273e-08,0.022901851683855057,0.9999996423721313,0.9999996423721313,False,23
0.000682520039845258,1.87728746823268e-05,1.931823817358236e-06,0.022901851683855057,0.9177066683769226,0.9176495671272278,False,24
0.00045776981278322637,1.2126060028094798e-05,1.1825417232103064e-06,0.022901851683855057,0.9088791012763977,0.9088553786277771,False,25
8.387595329395481e-08,4.1722440613511935e-08,4.170214396026495e-08,0.022901851683855057,0.999991774559021,0.999991774559021,False,26
0.0004275708051864058,1.1437395187385846e-05,1.392706394653942e-06,0.022901851683855057,0.9038512110710144,0.9038327932357788,False,27
0.0003840909048449248,1.0687578651413787e-05,1.4734808928551502e-06,0.022901851683855057,0.9421849250793457,0.9421655535697937,False,28
1.3679064636562543e-07,4.161973521377149e-08,4.153141475171651e-08,0.022901851683855057,0.9999722242355347,0.9999722242355347,False,29
2.40373509541314e-07,4.143035781112303e-08,4.1097404590573205e-08,0.022901851683855057,0.9999415874481201,0.9999415874481201,False,30
1.5330995211115805e-06,5.5041791569010456e-08,3.6486071053332125e-08,0.022901851683855057,0.9997637867927551,0.9997637867927551,False,31
1.6388511312470655e-06,5.611313014242114e-08,3.508605317392721e-08,0.022901851683855057,0.9996153116226196,0.9996153116226196,False,32
0.002584651345387101,6.657272024312988e-05,6.241254141059471e-06,0.022901851683855057,0.5816234350204468,0.5811776518821716,False,33
6.368397720279972e-08,4.180261115038775e-08,4.179827328698593e-08,0.022901851683855057,0.9999953508377075,0.9999953508377075,False,34
6.662363739451393e-05,2.116639279847732e-06,3.595681050683197e-07,0.022901851683855057,0.9863479137420654,0.9863470196723938,False,35
1.7300517640705948e-07,4.143211640439404e-08,4.124630237356541e-08,0.022901851683855057,0.9999641180038452,0.9999641180038452,False,36
7.125415140762925e-05,2.042150072156801e-06,2.263429053073196e-07,0.022901851683855057,0.9861260056495667,0.9861251711845398,False,37
6.313516820455334e-08,4.182087209869678e-08,4.1817283857881193e-08,0.022901851683855057,0.9999926090240479,0.9999926090240479,False,38
9.283306781071587e-07,4.539538878134408e-08,3.873292442335696e-08,0.022901851683855057,0.9997970461845398,0.9997970461845398,False,39
0.0005050115869380534,1.3020851838518865e-05,1.6010553736123256e-06,0.022901851683855057,0.9355423450469971,0.9355151653289795,False,40
9.582429072452214e-08,4.1685236595867536e-08,4.1657546745454965e-08,0.022901851683855057,0.9999910593032837,0.9999910593032837,False,41
1.3299497368279845e-05,3.359194806762389e-07,3.5656519514759566e-08,0.022901851683855057,0.9974772334098816,0.997477114200592,False,42
0.0012102910550311208,3.7460984458448365e-05,6.42319037069683e-06,0.022901851683855057,0.6199907064437866,0.6198417544364929,False,43
1.1700798268066137e-06,4.855857937968722e-08,3.829905281804713e-08,0.022901851683855057,0.999840497970581,0.999840497970581,False,44
1.4501802070299163e-07,4.144970944253146e-08,4.134980358116991e-08,0.022901851683855057,0.9999872446060181,0.9999872446060181,False,45
9.795890946406871e-05,2.741186335697421e-06,2.638983573888254e-07,0.022901851683855057,0.9775308966636658,0.9775296449661255,False,46
0.0024755678605288267,6.856069376226515e-05,8.988578883872833e-06,0.022901851683855057,0.4593661427497864,0.45899102091789246,False,47
1.5537449144176207e-05,4.343537796103192e-07,5.4000352633920556e-08,0.022901851683855057,0.9967108964920044,0.996711015701294,False,48
6.911103355378145e-06,2.2383788689239736e-07,3.018401173449092e-08,0.022901851683855057,0.9987986087799072,0.9987986087799072,False,49
4.396302344389369e-08,4.1864819166903544e-08,4.1864790745194114e-08,0.022901851683855057,0.9999995231628418,0.9999995231628418,False,50
8.661947958898963e-08,4.1666137207130305e-08,4.1647155057944474e-08,0.022901851683855057,0.9999868869781494,0.9999868869781494,False,51
1.020069817059266e-06,4.715455048653894e-08,3.8454121664699414e-08,0.022901851683855057,0.9998947381973267,0.9998947381973267,False,52
1.9761230305448407e-06,6.158596477234823e-08,3.437116546933794e-08,0.022901851683855057,0.9993200302124023,0.9993200302124023,False,53
7.026802251175468e-08,4.176555279400418e-08,4.175818091312067e-08,0.022901851683855057,0.9999947547912598,0.9999947547912598,False,54
3.2866469155123923e-06,9.275892409732478e-08,3.2775460567791015e-08,0.022901851683855057,0.9992052912712097,0.9992052912712097,False,55
1.0571571351647435e-07,4.169473655224465e-08,4.1656480931351325e-08,0.022901851683855057,0.9999849796295166,0.9999849796295166,False,56
4.694151911621702e-08,4.1852317167467845e-08,4.185210400464712e-08,0.022901851683855057,0.9999988079071045,0.9999988079071045,False,57
4.1888956303637315e-08,4.187040048009294e-08,4.187040048009294e-08,0.022901851683855057,1.0,1.0,False,58
2.0998336367483716e-06,6.521153039784622e-08,3.412278815062564e-08,0.022901851683855057,0.9996531009674072,0.9996531009674072,False,59
1.2464900464692619e-05,3.2634181934554363e-07,2.9133156331795362e-08,0.022901851683855057,0.9970073103904724,0.9970073103904724,False,60
1.5170497817962314e-06,5.563260785379498e-08,3.50676714333531e-08,0.022901851683855057,0.9997767806053162,0.9997767806053162,False,61
0.0009319247910752892,2.4447814212180674e-05,3.2542184271733277e-06,0.022901851683855057,0.7685645222663879,0.7684895992279053,False,62
1.289658212044742e-05,3.3971915058828017e-07,3.568132811437863e-08,0.022901851683855057,0.996020495891571,0.9960202574729919,False,63
4.4143238397964524e-08,4.186296820307689e-08,4.1862922017799065e-08,0.022901851683855057,0.9999994039535522,0.9999994039535522,False,64
1.2800242643606907e-07,4.167313960579122e-08,4.160894917504265e-08,0.022901851683855057,0.9999843835830688,0.9999843835830688,False,65
2.8599208690138767e-07,4.1557019159199626e-08,4.108631301846799e-08,0.022901851683855057,0.999964714050293,0.999964714050293,False,66
3.178865881636739e-07,4.1382389071031866e-08,4.062805203375319e-08,0.022901851683855057,0.9999548196792603,0.9999548196792603,False,67
2.8082283733965596e-06,8.487094049769439e-08,3.0165491438083336e-08,0.022901851683855057,0.9994040727615356,0.9994040727615356,False,68
1.3675955301550857e-07,4.1453830590398866e-08,4.135640452318512e-08,0.022901851683855057,0.9999823570251465,0.9999823570251465,False,69
4.187981517134176e-08,4.187048219250755e-08,4.187048219250755e-08,0.022901851683855057,1.0,1.0,False,70
6.455100901803235e-06,1.748879725482766e-07,3.9560895004342456e-08,0.022901851683855057,0.9986018538475037,0.9986018538475037,False,71
1.998708103201352e-05,5.399954829954368e-07,4.858021540599111e-08,0.022901851683855057,0.9958223104476929,0.9958223104476929,False,72
2.988064443343319e-05,8.112841101137747e-07,8.776723348091764e-08,0.022901851683855057,0.9961636066436768,0.9961634874343872,False,73
2.783419859042624e-07,4.162649602790225e-08,4.104697737261631e-08,0.022901851683855057,0.9999583959579468,0.9999583959579468,False,74
9.006643040265772e-07,4.546798848537037e-08,3.931733871809229e-08,0.022901851683855057,0.9998109936714172,0.9998109936714172,False,75
8.848830475471914e-06,2.7503011779117514e-07,3.2097975832812153e-08,0.022901851683855057,0.9976892471313477,0.9976891279220581,False,76
4.52602115785794e-08,4.1859603783223065e-08,4.1859514965381095e-08,0.022901851683855057,0.9999991655349731,0.9999991655349731,False,77
6.982774266361957e-06,1.8843458349238063e-07,3.636042578136767e-08,0.022901851683855057,0.9984855055809021,0.9984853863716125,False,78
6.100809457620926e-08,4.1804547379342694e-08,4.1800845451689383e-08,0.022901851683855057,0.9999942779541016,0.9999942779541016,False,79
6.017858567020085e-08,4.181102042366547e-08,4.1808096540307815e-08,0.022901851683855057,0.9999969005584717,0.9999969005584717,False,80
4.964950335306639e-07,4.230335193255996e-08,4.0561999981036934e-08,0.022901851683855057,0.9999167919158936,0.9999167919158936,False,81
2.375553776801098e-06,7.293379411521528e-08,3.1851520532200084e-08,0.022901851683855057,0.9996002316474915,0.9996002316474915,False,82
4.3906197788601276e-06,1.1785967757305116e-07,2.5273966031136297e-08,0.022901851683855057,0.9992693066596985,0.9992693066596985,False,83
1.3314782165707584e-07,4.155324262455906e-08,4.147241128293899e-08,0.022901851683855057,0.9999847412109375,0.9999847412109375,False,84
1.10086048721314e-07,4.159165456485425e-08,4.1548823048742634e-08,0.022901851683855057,0.9999815225601196,0.9999815225601196,False,85
5.97878866415158e-08,4.1800571892736116e-08,4.179792156833173e-08,0.022901851683855057,0.9999978542327881,0.9999978542327881,False,86
7.290130383807991e-07,4.376981621589948e-08,3.950430738086652e-08,0.022901851683855057,0.9998897314071655,0.9998897314071655,False,87
0.0007122486713342369,2.0234083422110416e-05,3.067395255129668e-06,0.022901851683855057,0.8559989333152771,0.8559466004371643,False,88
5.1096282760454415e-08,4.183521795653178e-08,4.1834546493646485e-08,0.022901851683855057,0.999997615814209,0.999997615814209,False,89
